timestep,1 veh – route0,1 veh – route1,1 veh – route2,10 veh – route0,10 veh – route1,10 veh – route2,20 veh – route0,20 veh – route1,20 veh – route2,50 veh – route0,50 veh – route1,50 veh – route2,70 veh – route0,70 veh – route1,70 veh – route2,80 veh – route0,80 veh – route1,80 veh – route2,100 veh – route0,100 veh – route1,100 veh – route2,150 veh – route0,150 veh – route1,150 veh – route2,180 veh – route0,180 veh – route1,180 veh – route2,200 veh – route0,200 veh – route1,200 veh – route2,220 veh – route0,220 veh – route1,220 veh – route2,230 veh – route0,230 veh – route1,230 veh – route2,240 veh – route0,240 veh – route1,240 veh – route2,250 veh – route0,250 veh – route1,250 veh – route2,300 veh – route0,300 veh – route1,300 veh – route2,400 veh – route0,400 veh – route1,400 veh – route2,500 veh – route0,500 veh – route1,500 veh – route2,600 veh – route0,600 veh – route1,600 veh – route2,700 veh – route0,700 veh – route1,700 veh – route2,800 veh – route0,800 veh – route1,800 veh – route2,900 veh – route0,900 veh – route1,900 veh – route2,1000 veh – route0,1000 veh – route1,1000 veh – route2,2000 veh – route0,2000 veh – route1,2000 veh – route2,5000 veh – route0,5000 veh – route1
868,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,495.180000,339.880000,483.820000,504.220000,355.160000,487.080000,505.370000,365.550000,487.770000,498.870000,373.430000,488.050000,499.070000,379.070000,490.610000,506.830000,390.410000,490.330000,509.140000,392.350000,490.080000,501.290000,403.460000,492.350000,499.190000,421.910000,494.050000,505.930000,467.510000,494.880000,513.570000,469.310000,493.320000,507.730000,494.470000,494.230000,507.090000,497.110000,493.850000,513.940000,452.050000,493.930000,507.050000,447.500000,492.960000,512.950000,443.430000,492.960000,512.950000,429.450000,,
868,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,495.180000,339.880000,483.820000,504.220000,355.160000,487.080000,505.370000,365.550000,487.770000,498.870000,373.430000,488.050000,499.070000,379.070000,490.610000,506.830000,390.410000,490.330000,509.140000,392.350000,490.080000,501.290000,403.460000,492.350000,499.190000,421.910000,494.050000,505.930000,467.510000,494.880000,513.570000,469.310000,493.320000,507.730000,494.470000,494.230000,507.090000,497.110000,493.850000,513.940000,452.050000,493.930000,507.050000,447.500000,492.960000,512.950000,443.430000,492.960000,512.950000,429.450000,,
868,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,495.180000,339.880000,483.820000,504.220000,355.160000,487.080000,505.370000,365.550000,487.770000,498.870000,373.430000,488.050000,499.070000,379.070000,490.610000,506.830000,390.410000,490.330000,509.140000,392.350000,490.080000,501.290000,403.460000,492.350000,499.190000,421.910000,494.050000,505.930000,467.510000,494.880000,513.570000,469.310000,493.320000,507.730000,494.470000,494.230000,507.090000,497.110000,493.850000,513.940000,452.050000,493.930000,507.050000,447.500000,492.960000,512.950000,443.430000,492.960000,512.950000,429.450000,,
869,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,495.180000,339.880000,483.820000,504.220000,355.160000,487.080000,505.370000,365.550000,487.770000,498.870000,373.430000,488.050000,499.070000,379.070000,490.610000,506.830000,390.410000,490.330000,509.140000,392.350000,490.080000,501.290000,403.460000,492.350000,499.190000,421.910000,494.050000,505.930000,467.510000,494.880000,513.570000,469.310000,493.320000,507.730000,494.470000,494.230000,507.090000,497.570000,493.850000,513.940000,452.050000,493.930000,507.050000,447.640000,492.960000,512.950000,444.080000,492.960000,512.950000,429.450000,,
870,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,495.180000,339.880000,483.820000,507.610000,355.160000,487.080000,505.370000,365.550000,487.770000,498.870000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,499.190000,421.910000,494.050000,505.930000,467.510000,494.880000,513.570000,469.310000,493.320000,507.730000,495.130000,494.230000,507.090000,498.370000,493.850000,513.940000,452.320000,493.930000,507.050000,448.380000,492.960000,512.950000,444.580000,492.960000,512.950000,429.500000,,
870,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,495.180000,339.880000,483.820000,507.610000,355.160000,487.080000,505.370000,365.550000,487.770000,498.870000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,499.190000,421.910000,494.050000,505.930000,467.510000,494.880000,513.570000,469.310000,493.320000,507.730000,495.130000,494.230000,507.090000,498.370000,493.850000,513.940000,452.320000,493.930000,507.050000,448.380000,492.960000,512.950000,444.580000,492.960000,512.950000,429.500000,,
870,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,495.180000,339.880000,483.820000,507.610000,355.160000,487.080000,505.370000,365.550000,487.770000,498.870000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,499.190000,421.910000,494.050000,505.930000,467.510000,494.880000,513.570000,469.310000,493.320000,507.730000,495.130000,494.230000,507.090000,498.370000,493.850000,513.940000,452.320000,493.930000,507.050000,448.380000,492.960000,512.950000,444.580000,492.960000,512.950000,429.500000,,
871,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,495.180000,339.880000,483.820000,507.610000,355.160000,487.080000,505.370000,365.550000,487.770000,498.870000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,499.190000,421.910000,494.050000,509.620000,467.510000,494.880000,513.570000,469.310000,493.320000,507.730000,495.130000,494.230000,507.090000,498.370000,493.850000,513.940000,452.480000,493.930000,507.050000,448.380000,492.960000,516.410000,445.040000,492.960000,516.410000,429.500000,,
872,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,495.640000,494.230000,509.770000,498.930000,493.850000,517.410000,452.840000,493.930000,510.720000,449.100000,492.960000,516.410000,445.470000,492.960000,516.410000,429.560000,,
872,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,495.640000,494.230000,509.770000,498.930000,493.850000,517.410000,452.840000,493.930000,510.720000,449.100000,492.960000,516.410000,445.470000,492.960000,516.410000,429.560000,,
872,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,495.640000,494.230000,509.770000,498.930000,493.850000,517.410000,452.840000,493.930000,510.720000,449.100000,492.960000,516.410000,445.470000,492.960000,516.410000,429.560000,,
873,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,495.640000,494.230000,509.770000,498.930000,493.850000,517.410000,452.840000,493.930000,510.720000,449.100000,492.960000,516.410000,445.790000,492.960000,516.410000,429.470000,,
874,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,496.110000,494.230000,509.770000,499.720000,493.850000,517.410000,453.010000,493.930000,510.720000,449.680000,492.960000,516.410000,446.130000,492.960000,516.410000,429.590000,,
874,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,496.110000,494.230000,509.770000,499.720000,493.850000,517.410000,453.010000,493.930000,510.720000,449.680000,492.960000,516.410000,446.130000,492.960000,516.410000,429.590000,,
874,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,496.110000,494.230000,509.770000,499.720000,493.850000,517.410000,453.010000,493.930000,510.720000,449.680000,492.960000,516.410000,446.130000,492.960000,516.410000,429.590000,,
875,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,496.330000,494.230000,509.770000,499.720000,493.850000,517.410000,453.010000,493.930000,510.720000,449.990000,492.960000,516.410000,446.490000,492.960000,516.410000,429.720000,,
876,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,497.360000,494.230000,509.770000,500.220000,493.850000,517.410000,453.550000,493.930000,510.720000,450.400000,492.960000,516.410000,446.750000,492.960000,516.410000,429.910000,,
876,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,497.360000,494.230000,509.770000,500.220000,493.850000,517.410000,453.550000,493.930000,510.720000,450.400000,492.960000,516.410000,446.750000,492.960000,516.410000,429.910000,,
876,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,508.780000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,497.360000,494.230000,509.770000,500.220000,493.850000,517.410000,453.550000,493.930000,510.720000,450.400000,492.960000,516.410000,446.750000,492.960000,516.410000,429.910000,,
877,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,507.610000,355.160000,487.080000,511.600000,365.550000,487.770000,502.530000,373.430000,488.050000,502.490000,379.070000,490.610000,510.330000,390.410000,490.330000,512.620000,392.350000,490.080000,504.890000,403.460000,492.350000,502.140000,421.910000,494.050000,509.620000,467.510000,494.880000,517.130000,469.310000,493.320000,511.290000,497.360000,494.230000,509.770000,500.700000,493.850000,517.410000,453.550000,493.930000,510.720000,450.400000,492.960000,516.410000,447.190000,492.960000,516.410000,429.910000,,
878,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,511.290000,498.130000,494.230000,509.770000,501.370000,493.850000,520.230000,453.940000,493.930000,513.420000,450.400000,492.960000,519.220000,447.230000,492.960000,519.220000,430.100000,,
878,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,511.290000,498.130000,494.230000,509.770000,501.370000,493.850000,520.230000,453.940000,493.930000,513.420000,450.400000,492.960000,519.220000,447.230000,492.960000,519.220000,430.100000,,
878,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,511.290000,498.130000,494.230000,509.770000,501.370000,493.850000,520.230000,453.940000,493.930000,513.420000,450.400000,492.960000,519.220000,447.230000,492.960000,519.220000,430.100000,,
879,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,498.250000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,498.130000,494.230000,509.770000,501.370000,493.850000,520.230000,453.940000,493.930000,513.420000,450.570000,492.960000,519.220000,447.230000,492.960000,519.220000,430.010000,,
880,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,499.010000,494.230000,512.520000,501.980000,493.850000,520.230000,453.940000,493.930000,513.420000,450.570000,492.960000,519.220000,448.050000,492.960000,519.220000,430.280000,,
880,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,499.010000,494.230000,512.520000,501.980000,493.850000,520.230000,453.940000,493.930000,513.420000,450.570000,492.960000,519.220000,448.050000,492.960000,519.220000,430.280000,,
880,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,499.010000,494.230000,512.520000,501.980000,493.850000,520.230000,453.940000,493.930000,513.420000,450.570000,492.960000,519.220000,448.050000,492.960000,519.220000,430.280000,,
881,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,499.010000,494.230000,512.520000,501.980000,493.850000,520.230000,454.780000,493.930000,513.420000,450.570000,492.960000,519.220000,448.270000,492.960000,519.220000,430.550000,,
882,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,500.130000,494.230000,512.520000,502.970000,493.850000,520.230000,454.990000,493.930000,513.420000,451.060000,492.960000,519.220000,448.830000,492.960000,519.220000,431.070000,,
882,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,500.130000,494.230000,512.520000,502.970000,493.850000,520.230000,454.990000,493.930000,513.420000,451.060000,492.960000,519.220000,448.830000,492.960000,519.220000,431.070000,,
882,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,500.130000,494.230000,512.520000,502.970000,493.850000,520.230000,454.990000,493.930000,513.420000,451.060000,492.960000,519.220000,448.830000,492.960000,519.220000,431.070000,,
883,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,510.550000,355.160000,487.080000,511.600000,365.550000,487.770000,506.150000,373.430000,488.050000,506.140000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,507.830000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,500.440000,494.230000,512.520000,503.400000,493.850000,520.230000,454.990000,493.930000,513.420000,451.060000,492.960000,519.220000,449.100000,492.960000,519.220000,431.000000,,
884,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,513.940000,355.160000,487.080000,514.990000,365.550000,487.770000,506.150000,373.430000,488.050000,509.750000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,510.700000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,501.170000,494.230000,512.520000,503.900000,493.850000,520.230000,454.990000,493.930000,513.420000,451.560000,492.960000,519.220000,449.530000,492.960000,519.220000,431.490000,,
884,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,513.940000,355.160000,487.080000,514.990000,365.550000,487.770000,506.150000,373.430000,488.050000,509.750000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,510.700000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,501.170000,494.230000,512.520000,503.900000,493.850000,520.230000,454.990000,493.930000,513.420000,451.560000,492.960000,519.220000,449.530000,492.960000,519.220000,431.490000,,
884,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,513.940000,355.160000,487.080000,514.990000,365.550000,487.770000,506.150000,373.430000,488.050000,509.750000,379.070000,490.610000,513.110000,390.410000,490.330000,515.460000,392.350000,490.080000,510.700000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,501.170000,494.230000,512.520000,503.900000,493.850000,520.230000,454.990000,493.930000,513.420000,451.560000,492.960000,519.220000,449.530000,492.960000,519.220000,431.490000,,
885,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,501.230000,339.880000,483.820000,513.940000,355.160000,487.080000,514.990000,365.550000,487.770000,509.740000,373.430000,488.050000,509.750000,379.070000,490.610000,516.650000,390.410000,490.330000,518.990000,392.350000,490.080000,510.700000,403.460000,492.350000,505.110000,421.910000,494.050000,512.310000,467.510000,494.880000,519.920000,469.310000,493.320000,514.040000,501.430000,494.230000,516.250000,503.900000,493.850000,520.230000,455.400000,493.930000,513.420000,451.560000,492.960000,522.680000,449.530000,492.960000,522.680000,431.610000,,
886,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,504.320000,339.880000,483.820000,513.940000,355.160000,487.080000,514.990000,365.550000,487.770000,509.740000,373.430000,488.050000,509.750000,379.070000,490.610000,516.650000,390.410000,490.330000,518.990000,392.350000,490.080000,510.700000,403.460000,492.350000,508.800000,421.910000,494.050000,516.030000,467.510000,494.880000,523.450000,469.310000,493.320000,514.040000,501.430000,494.230000,516.250000,504.400000,493.850000,523.780000,456.220000,493.930000,517.120000,451.980000,492.960000,522.680000,449.780000,492.960000,522.680000,431.870000,,
886,130.500000,214.500000,328.500000,211.770000,222.270000,329.880000,263.160000,241.420000,330.710000,464.390000,347.500000,333.700000,476.810000,428.180000,336.850000,477.870000,458.920000,337.050000,474.820000,504.320000,339.880000,483.820000,513.940000,355.160000,487.080000,514.990000,365.550000,487.770000,509.740000,373.430000,488.050000,509.750000,379.070000,490.610000,516.650000,390.410000,490.330000,518.990000,392.350000,490.080000,510.700000,403.460000,492.350000,508.800000,421.910000,494.050000,516.030000,467.510000,494.880000,523.450000,469.310000,493.320000,514.040000,501.430000,494.230000,516.250000,504.400000,493.850000,523.780000,456.220000,493.930000,517.120000,451.980000,492.960000,522.680000,449.780000,492.960000,522.680000,431.870000,,
